st_case,veh_no,per_no,race,multrace
260358,0,1,Black or African American,No
260358,1,1,Not a Fatality (not Applicable),No
260359,0,1,White,No
260359,1,1,Not a Fatality (not Applicable),No
260360,1,1,White,No
260360,2,1,Not a Fatality (not Applicable),No
260360,2,2,Not a Fatality (not Applicable),No
260361,1,1,Not a Fatality (not Applicable),No
260361,1,2,Not a Fatality (not Applicable),No
260361,1,3,Not a Fatality (not Applicable),No
260361,2,1,White,No
260362,1,1,White,No
260363,1,1,White,No
260364,0,1,White,No
260364,1,1,Not a Fatality (not Applicable),No
260365,1,1,White,No
260366,1,1,Not a Fatality (not Applicable),No
260366,2,1,White,No
260367,1,1,Not a Fatality (not Applicable),No
260367,2,1,White,No
260368,1,1,Not a Fatality (not Applicable),No
260368,2,1,White,No
260369,1,1,White,No
260369,2,1,Not a Fatality (not Applicable),No
260370,1,1,Not a Fatality (not Applicable),No
260370,2,1,White,No
260371,1,1,Black or African American,No
260372,1,1,White,No
260373,1,1,Not a Fatality (not Applicable),No
260373,2,1,White,No
260374,1,1,Not a Fatality (not Applicable),No
260374,1,2,Not a Fatality (not Applicable),No
260374,2,1,White,No
260375,1,1,White,No
260375,1,2,White,No
260376,1,1,Not a Fatality (not Applicable),No
260376,2,1,White,No
260376,3,1,Not a Fatality (not Applicable),No
260376,3,2,Not a Fatality (not Applicable),No
260376,4,1,Not a Fatality (not Applicable),No
260376,5,1,Not a Fatality (not Applicable),No
260376,5,2,Not a Fatality (not Applicable),No
260376,5,3,Not a Fatality (not Applicable),No
260377,1,1,White,No
260377,2,1,White,No
260378,1,1,White,No
260379,1,1,Not a Fatality (not Applicable),No
260379,1,2,White,No
260380,0,1,White,No
260380,1,1,Not a Fatality (not Applicable),No
260381,1,1,White,No
260382,1,1,Not a Fatality (not Applicable),No
260382,2,1,Black or African American,No
260383,1,1,Not a Fatality (not Applicable),No
260383,2,1,Black or African American,No
260384,0,1,White,No
260384,1,1,Not a Fatality (not Applicable),No
260385,1,1,Not a Fatality (not Applicable),No
260385,1,2,Not a Fatality (not Applicable),No
260385,2,1,White,No
260386,1,1,White,No
260386,2,1,Not a Fatality (not Applicable),No
260387,0,1,Black or African American,No
260387,1,1,Not a Fatality (not Applicable),No
260387,2,1,Not a Fatality (not Applicable),No
260387,2,2,Not a Fatality (not Applicable),No
260387,2,3,Not a Fatality (not Applicable),No
260387,2,4,Not a Fatality (not Applicable),No
260388,1,1,White,No
260388,2,1,Not a Fatality (not Applicable),No
260389,1,1,Not a Fatality (not Applicable),No
260389,1,2,Not a Fatality (not Applicable),No
260389,2,1,White,No
260390,1,1,Not a Fatality (not Applicable),No
260390,1,2,Black or African American,No
260390,2,1,Not a Fatality (not Applicable),No
260391,1,1,Black or African American,No
260391,2,1,Not a Fatality (not Applicable),No
260392,0,1,Black or African American,No
260392,1,1,Not a Fatality (not Applicable),No
260392,2,1,Not a Fatality (not Applicable),No
260392,3,1,Not a Fatality (not Applicable),No
260393,0,1,White,No
260393,1,1,Not a Fatality (not Applicable),No
260394,0,1,White,No
260394,1,1,Not a Fatality (not Applicable),No
260395,1,1,Not a Fatality (not Applicable),No
260395,2,1,White,No
260396,1,1,Not a Fatality (not Applicable),No
260396,1,2,Not a Fatality (not Applicable),No
260396,1,3,Not a Fatality (not Applicable),No
260396,2,1,Not a Fatality (not Applicable),No
260396,2,2,White,No
260397,1,1,Not a Fatality (not Applicable),No
260397,1,2,White,No
260397,1,3,Not a Fatality (not Applicable),No
260398,1,1,White,No
260399,1,1,White,No
260399,2,1,Not a Fatality (not Applicable),No
260400,0,1,White,No
260400,1,1,Not a Fatality (not Applicable),No
260400,1,2,Not a Fatality (not Applicable),No
260401,1,1,White,No
260402,1,1,White,No
260402,2,1,Not a Fatality (not Applicable),No
260403,1,1,White,No
260403,2,1,Not a Fatality (not Applicable),No
260404,1,1,Not a Fatality (not Applicable),No
260404,2,1,Black or African American,No
260405,1,1,White,No
260405,2,1,Not a Fatality (not Applicable),No
260406,1,1,White,No
260407,1,1,Not a Fatality (not Applicable),No
260407,2,1,White,No
260408,0,1,Black or African American,No
260408,1,1,Not a Fatality (not Applicable),No
260408,1,2,Not a Fatality (not Applicable),No
260409,1,1,Not a Fatality (not Applicable),No
260409,1,2,Not a Fatality (not Applicable),No
260409,2,1,Not a Fatality (not Applicable),No
260409,2,2,White,No
260410,1,1,Not a Fatality (not Applicable),No
260410,2,1,White,No
260410,2,2,Not a Fatality (not Applicable),No
260411,1,1,White,No
260412,1,1,White,No
260413,1,1,Not a Fatality (not Applicable),No
260413,2,1,White,No
260414,1,1,White,No
260415,1,1,White,No
260415,2,1,Not a Fatality (not Applicable),No
260416,0,1,White,No
260416,1,1,Not a Fatality (not Applicable),No
260416,1,2,Not a Fatality (not Applicable),No
260417,1,1,White,No
260418,1,1,Not a Fatality (not Applicable),No
260418,1,2,Not a Fatality (not Applicable),No
260418,1,3,Not a Fatality (not Applicable),No
260418,2,1,White,No
260421,1,1,Not a Fatality (not Applicable),No
260421,2,1,Black or African American,No
260422,1,1,Not a Fatality (not Applicable),No
260422,1,2,Not a Fatality (not Applicable),No
260422,2,1,Black or African American,No
260423,1,1,Black or African American,No
260424,1,1,Not a Fatality (not Applicable),No
260424,1,2,White,No
260425,0,1,Black or African American,No
260425,1,1,Not a Fatality (not Applicable),No
260425,1,2,Not a Fatality (not Applicable),No
260425,1,3,Not a Fatality (not Applicable),No
260425,1,4,Not a Fatality (not Applicable),No
260426,1,1,White,No
260426,2,1,Not a Fatality (not Applicable),No
260427,1,1,Not a Fatality (not Applicable),No
260427,2,1,White,No
260428,1,1,White,No
260428,1,2,Not a Fatality (not Applicable),No
260428,2,1,Not a Fatality (not Applicable),No
260429,1,1,White,No
260430,1,1,White,No
260431,1,1,White,No
260431,2,1,Not a Fatality (not Applicable),No
260432,1,1,Not a Fatality (not Applicable),No
260432,2,1,Black or African American,No
260432,2,2,Not a Fatality (not Applicable),No
260432,2,3,Not a Fatality (not Applicable),No
260433,1,1,White,No
260433,2,1,Not a Fatality (not Applicable),No
260434,1,1,White,No
260435,1,1,Not a Fatality (not Applicable),No
260435,1,2,Asian Indian,No
260435,1,3,Not a Fatality (not Applicable),No
260435,1,4,Not a Fatality (not Applicable),No
260436,1,1,White,No
260437,1,1,White,No
260438,1,1,Not a Fatality (not Applicable),No
260438,2,1,White,No
260438,2,2,White,No
260438,3,1,Not a Fatality (not Applicable),No
260438,4,1,Not a Fatality (not Applicable),No
260438,5,1,Not a Fatality (not Applicable),No
260438,5,2,Not a Fatality (not Applicable),No
260438,6,1,Not a Fatality (not Applicable),No
260439,1,1,Not a Fatality (not Applicable),No
260439,2,1,White,No
260440,1,1,Not a Fatality (not Applicable),No
260440,2,1,White,No
260441,1,1,White,No
260441,2,1,Not a Fatality (not Applicable),No
260441,2,2,Not a Fatality (not Applicable),No
260442,1,1,Black or African American,No
260442,2,1,Not a Fatality (not Applicable),No
260443,0,1,Black or African American,No
260443,1,1,Not a Fatality (not Applicable),No
260443,1,2,Not a Fatality (not Applicable),No
260444,1,1,Not a Fatality (not Applicable),No
260444,2,1,Not a Fatality (not Applicable),No
260444,2,2,White,No
260444,3,1,Not a Fatality (not Applicable),No
260445,1,1,Not a Fatality (not Applicable),No
260445,2,1,White,No
260446,1,1,Not a Fatality (not Applicable),No
260446,1,2,Black or African American,No
260447,1,1,Black or African American,No
260448,1,1,White,No
260448,2,1,Not a Fatality (not Applicable),No
260448,2,2,Not a Fatality (not Applicable),No
260449,1,1,White,No
260449,1,2,Not a Fatality (not Applicable),No
260450,1,1,Not a Fatality (not Applicable),No
260450,1,2,Black or African American,No
260451,1,1,Not a Fatality (not Applicable),No
260451,1,2,White,No
260452,1,1,White,No
260452,1,2,White,No
260453,1,1,White,No
260454,1,1,Not a Fatality (not Applicable),No
260454,1,2,White,No
260455,1,1,Not a Fatality (not Applicable),No
260455,2,1,White,No
260456,1,1,White,No
260456,1,2,Not a Fatality (not Applicable),No
260456,2,1,Not a Fatality (not Applicable),No
260457,1,1,Not a Fatality (not Applicable),No
260457,2,1,White,No
260458,1,1,White,No
260458,2,1,Not a Fatality (not Applicable),No
260458,3,1,Not a Fatality (not Applicable),No
260459,1,1,White,No
260459,2,1,Not a Fatality (not Applicable),No
260459,3,1,Not a Fatality (not Applicable),No
260460,1,1,Asian Indian,No
260461,1,1,Black or African American,No
260461,2,1,Not a Fatality (not Applicable),No
260462,1,1,White,No
260463,0,1,Not a Fatality (not Applicable),No
260463,0,2,White,No
260463,1,1,Not a Fatality (not Applicable),No
260464,1,1,White,No
260464,2,1,Not a Fatality (not Applicable),No
260465,1,1,White,No
260466,1,1,Not a Fatality (not Applicable),No
260466,2,1,White,No
260467,0,1,Black or African American,No
260467,1,1,Not a Fatality (not Applicable),No
260468,1,1,White,No
260468,2,1,Not a Fatality (not Applicable),No
260469,1,1,White,No
260470,1,1,Black or African American,No
260471,1,1,White,No
260471,2,1,Not a Fatality (not Applicable),No
260471,2,2,Not a Fatality (not Applicable),No
260471,2,3,Not a Fatality (not Applicable),No
260471,2,4,Not a Fatality (not Applicable),No
260472,1,1,Not a Fatality (not Applicable),No
260472,1,2,Not a Fatality (not Applicable),No
260472,1,3,White,No
260473,1,1,White,No
260473,2,1,Not a Fatality (not Applicable),No
260474,1,1,Not a Fatality (not Applicable),No
260474,1,2,Not a Fatality (not Applicable),No
260474,2,1,White,No
260474,2,2,White,No
260475,1,1,White,No
260475,1,2,White,No
260475,2,1,Not a Fatality (not Applicable),No
260476,0,1,White,No
260476,1,1,Not a Fatality (not Applicable),No
260477,1,1,Not a Fatality (not Applicable),No
260477,2,1,Not a Fatality (not Applicable),No
260477,2,2,Not a Fatality (not Applicable),No
260477,2,3,Not a Fatality (not Applicable),No
260477,2,4,Not a Fatality (not Applicable),No
260477,3,1,Not a Fatality (not Applicable),No
260477,3,2,Not a Fatality (not Applicable),No
260477,3,3,White,No
260478,1,1,Not a Fatality (not Applicable),No
260478,1,2,White,No
260478,1,3,Not a Fatality (not Applicable),No
260479,1,1,White,No
260479,2,1,Not a Fatality (not Applicable),No
260480,1,1,Not a Fatality (not Applicable),No
260480,2,1,Not a Fatality (not Applicable),No
260480,2,2,Multiple Races Unspecified,No
260480,2,3,Not a Fatality (not Applicable),No
260481,1,1,White,No
260482,1,1,Not a Fatality (not Applicable),No
260482,2,1,White,No
260483,1,1,Not a Fatality (not Applicable),No
260483,1,2,Not a Fatality (not Applicable),No
260483,1,3,Not a Fatality (not Applicable),No
260483,2,1,Not a Fatality (not Applicable),No
260483,3,1,Not a Fatality (not Applicable),No
260483,3,2,White,No
260483,3,3,Not a Fatality (not Applicable),No
260484,0,1,Black or African American,No
260484,1,1,Not a Fatality (not Applicable),No
260485,1,1,Black or African American,No
260486,1,1,White,No
260486,2,1,Not a Fatality (not Applicable),No
260486,2,2,Not a Fatality (not Applicable),No
260486,3,1,White,No
260487,1,1,White,No
260488,0,1,Not a Fatality (not Applicable),No
260488,0,2,White,No
260488,0,3,Not a Fatality (not Applicable),No
260488,0,4,Not a Fatality (not Applicable),No
260488,0,5,White,No
260488,1,1,Not a Fatality (not Applicable),No
260489,1,1,Other Asian or Pacific Islander,No
260490,1,1,Black or African American,No
260490,2,1,Not a Fatality (not Applicable),No
260490,2,2,Not a Fatality (not Applicable),No
260490,3,1,Not a Fatality (not Applicable),No
260491,1,1,Not a Fatality (not Applicable),No
260491,1,2,White,No
260491,1,3,Not a Fatality (not Applicable),No
260491,1,4,Not a Fatality (not Applicable),No
260492,1,1,White,No
260493,1,1,White,No
260493,1,2,Not a Fatality (not Applicable),No
260494,1,1,White,No
260495,0,1,White,No
260495,1,1,Not a Fatality (not Applicable),No
260496,1,1,White,No
260497,1,1,Not a Fatality (not Applicable),No
260497,1,2,Black or African American,No
260498,1,1,White,No
260499,1,1,White,No
260500,0,1,White,No
260500,1,1,Not a Fatality (not Applicable),No
260501,1,1,Not a Fatality (not Applicable),No
260501,2,1,White,No
260502,1,1,White,No
260503,1,1,Not a Fatality (not Applicable),No
260503,2,1,Black or African American,No
260504,1,1,White,No
260504,2,1,Not a Fatality (not Applicable),No
260506,1,1,Not a Fatality (not Applicable),No
260506,1,2,White,No
260507,1,1,Not a Fatality (not Applicable),No
260507,2,1,White,No
260508,0,1,White,No
260508,1,1,Not a Fatality (not Applicable),No
260509,1,1,White,No
260510,1,1,White,No
260511,1,1,Not a Fatality (not Applicable),No
260511,2,1,White,No
260512,1,1,Not a Fatality (not Applicable),No
260512,2,1,White,No
260513,1,1,White,No
260514,1,1,North American Indian or Alaska Native,No
260514,1,2,Black or African American,No
260514,2,1,Not a Fatality (not Applicable),No
260514,2,2,Not a Fatality (not Applicable),No
260514,3,1,Black or African American,No
260515,1,1,White,No
260516,1,1,White,No
260516,1,2,Not a Fatality (not Applicable),No
260517,0,1,Black or African American,No
260517,1,1,Not a Fatality (not Applicable),No
260518,1,1,Black or African American,No
260518,2,1,Not a Fatality (not Applicable),No
260519,0,1,Black or African American,No
260519,1,1,Not a Fatality (not Applicable),No
260519,1,2,Not a Fatality (not Applicable),No
260519,1,3,Not a Fatality (not Applicable),No
260520,1,1,White,No
260520,1,2,Not a Fatality (not Applicable),No
260520,2,1,Not a Fatality (not Applicable),No
260521,1,1,White,No
260522,1,1,Not a Fatality (not Applicable),No
260522,1,2,Not a Fatality (not Applicable),No
260522,2,1,White,No
260523,1,1,Black or African American,No
260524,1,1,Not a Fatality (not Applicable),No
260524,2,1,Not a Fatality (not Applicable),No
260524,2,2,Black or African American,No
260524,2,3,Not a Fatality (not Applicable),No
260525,0,1,White,No
260525,1,1,Not a Fatality (not Applicable),No
260526,1,1,White,No
260526,2,1,Not a Fatality (not Applicable),No
260527,1,1,White,No
260528,1,1,White,No
260529,0,1,White,No
260529,1,1,Not a Fatality (not Applicable),No
260530,1,1,White,No
260530,2,1,White,No
260530,2,2,White,No
260530,2,3,Black or African American,No
260531,1,1,White,No
260531,2,1,Not a Fatality (not Applicable),No
260532,1,1,Not a Fatality (not Applicable),No
260532,2,1,Not a Fatality (not Applicable),No
260532,2,2,White,No
260533,1,1,White,No
260534,1,1,White,No
260535,1,1,White,No
260535,2,1,Not a Fatality (not Applicable),No
260536,1,1,White,No
260537,1,1,White,No
260538,1,1,White,No
260539,1,1,White,No
260540,1,1,Not a Fatality (not Applicable),No
260540,1,2,Not a Fatality (not Applicable),No
260540,1,3,Not a Fatality (not Applicable),No
260540,2,1,Black or African American,No
260541,0,1,White,No
260541,1,1,Not a Fatality (not Applicable),No
260542,1,1,White,No
260543,1,1,Not a Fatality (not Applicable),No
260543,1,2,White,No
260543,1,3,Not a Fatality (not Applicable),No
260544,1,1,Not a Fatality (not Applicable),No
260544,1,2,Not a Fatality (not Applicable),No
260544,1,3,Not a Fatality (not Applicable),No
260544,2,1,Not a Fatality (not Applicable),No
260544,2,2,White,No
260544,3,1,Not a Fatality (not Applicable),No
260544,3,2,Not a Fatality (not Applicable),No
260544,3,3,Not a Fatality (not Applicable),No
260544,3,4,Not a Fatality (not Applicable),No
260544,3,5,Not a Fatality (not Applicable),No
260545,1,1,White,No
260546,1,1,White,No
260546,2,1,Not a Fatality (not Applicable),No
260547,1,1,Not a Fatality (not Applicable),No
260547,1,2,White,No
260547,1,3,Not a Fatality (not Applicable),No
260547,1,4,Not a Fatality (not Applicable),No
260548,1,1,Not a Fatality (not Applicable),No
260548,2,1,White,No
260549,1,1,White,No
260550,0,1,White,No
260550,0,2,White,No
260550,1,1,Not a Fatality (not Applicable),No
260551,1,1,White,No
260552,0,1,White,No
260552,1,1,Not a Fatality (not Applicable),No
260553,1,1,White,No
260554,0,1,White,No
260554,1,1,Not a Fatality (not Applicable),No
260555,1,1,Not a Fatality (not Applicable),No
260555,1,2,Not a Fatality (not Applicable),No
260555,2,1,White,No
260556,1,1,Not a Fatality (not Applicable),No
260556,1,2,White,No
260556,1,3,Not a Fatality (not Applicable),No
260557,1,1,Not a Fatality (not Applicable),No
260557,2,1,Not a Fatality (not Applicable),No
260557,3,1,White,No
260557,4,1,Not a Fatality (not Applicable),No
260557,4,2,Not a Fatality (not Applicable),No
260557,5,1,White,No
260558,1,1,Not a Fatality (not Applicable),No
260558,1,2,Not a Fatality (not Applicable),No
260558,1,3,Not a Fatality (not Applicable),No
260558,1,4,Not a Fatality (not Applicable),No
260558,1,5,Not a Fatality (not Applicable),No
260558,1,6,Not a Fatality (not Applicable),No
260558,2,1,Black or African American,No
260558,2,2,Not a Fatality (not Applicable),No
260559,0,1,White,No
260559,1,1,Not a Fatality (not Applicable),No
260560,1,1,Black or African American,No
260560,1,2,Not a Fatality (not Applicable),No
260560,2,1,Not a Fatality (not Applicable),No
260561,1,1,Not a Fatality (not Applicable),No
260561,2,1,White,No
260562,1,1,White,No
260563,1,1,White,No
260564,1,1,White,No
260565,1,1,White,No
