st_case,veh_no,drimpair
170307,1,Reported as Unknown if Impaired
170307,2,None/Apparently Normal
170308,1,None/Apparently Normal
170309,1,Reported as Unknown if Impaired
170310,1,None/Apparently Normal
170310,2,None/Apparently Normal
170311,1,None/Apparently Normal
170312,1,None/Apparently Normal
170312,2,Reported as Unknown if Impaired
170313,1,Reported as Unknown if Impaired
170313,2,None/Apparently Normal
170314,1,None/Apparently Normal
170314,2,Other Physical Impairment
170314,3,None/Apparently Normal
170315,1,Reported as Unknown if Impaired
170316,1,None/Apparently Normal
170316,2,None/Apparently Normal
170317,1,Reported as Unknown if Impaired
170318,1,Reported as Unknown if Impaired
170318,2,None/Apparently Normal
170319,1,"Emotional (depressed, angry, disturbed, etc.)"
170320,1,Reported as Unknown if Impaired
170321,1,None/Apparently Normal
170322,1,None/Apparently Normal
170322,2,None/Apparently Normal
170323,1,Reported as Unknown if Impaired
170323,2,None/Apparently Normal
170324,1,Reported as Unknown if Impaired
170324,2,None/Apparently Normal
170325,1,"Under the Influence of Alcohol, Drugs or Medication"
170325,2,None/Apparently Normal
170326,1,Reported as Unknown if Impaired
170326,2,None/Apparently Normal
170327,1,Reported as Unknown if Impaired
170327,2,None/Apparently Normal
170328,1,None/Apparently Normal
170329,1,Other Physical Impairment
170329,2,Other Physical Impairment
170330,1,"Under the Influence of Alcohol, Drugs or Medication"
170330,2,Reported as Unknown if Impaired
170331,1,None/Apparently Normal
170331,2,None/Apparently Normal
170332,1,"Under the Influence of Alcohol, Drugs or Medication"
170332,3,None/Apparently Normal
170333,1,Reported as Unknown if Impaired
170333,2,None/Apparently Normal
170334,1,Reported as Unknown if Impaired
170335,1,Reported as Unknown if Impaired
170335,2,None/Apparently Normal
170336,1,None/Apparently Normal
170337,1,None/Apparently Normal
170337,2,None/Apparently Normal
170339,1,"Under the Influence of Alcohol, Drugs or Medication"
170339,2,Reported as Unknown if Impaired
170340,1,Reported as Unknown if Impaired
170340,2,None/Apparently Normal
170341,1,None/Apparently Normal
170341,2,None/Apparently Normal
170342,1,None/Apparently Normal
170343,1,Reported as Unknown if Impaired
170344,1,Reported as Unknown if Impaired
170344,2,Reported as Unknown if Impaired
170346,1,"Ill, Blackout"
170347,1,Reported as Unknown if Impaired
170347,2,Reported as Unknown if Impaired
170348,1,None/Apparently Normal
170348,2,None/Apparently Normal
170348,3,None/Apparently Normal
170349,1,Other Physical Impairment
170349,2,None/Apparently Normal
170349,3,Other Physical Impairment
170350,1,None/Apparently Normal
170350,2,None/Apparently Normal
170351,1,Reported as Unknown if Impaired
170351,2,None/Apparently Normal
170352,1,None/Apparently Normal
170352,2,None/Apparently Normal
170353,1,None/Apparently Normal
170353,2,None/Apparently Normal
170353,3,None/Apparently Normal
170354,1,"Under the Influence of Alcohol, Drugs or Medication"
170354,2,None/Apparently Normal
170354,3,None/Apparently Normal
170355,1,"Under the Influence of Alcohol, Drugs or Medication"
170355,2,Other Physical Impairment
170355,3,None/Apparently Normal
170356,1,None/Apparently Normal
170356,2,None/Apparently Normal
170357,1,Reported as Unknown if Impaired
170358,1,Other Physical Impairment
170358,2,Reported as Unknown if Impaired
170359,1,None/Apparently Normal
170360,1,Reported as Unknown if Impaired
170360,2,None/Apparently Normal
170360,3,None/Apparently Normal
170361,1,"Under the Influence of Alcohol, Drugs or Medication"
170362,1,Reported as Unknown if Impaired
170363,1,None/Apparently Normal
170364,1,None/Apparently Normal
170365,1,Reported as Unknown if Impaired
170366,1,None/Apparently Normal
170366,2,None/Apparently Normal
170367,1,Reported as Unknown if Impaired
170368,1,Reported as Unknown if Impaired
170368,2,None/Apparently Normal
170369,1,"Under the Influence of Alcohol, Drugs or Medication"
170370,1,Other Physical Impairment
170370,2,Other Physical Impairment
170371,1,Reported as Unknown if Impaired
170371,2,None/Apparently Normal
170371,3,None/Apparently Normal
170372,1,Reported as Unknown if Impaired
170372,2,None/Apparently Normal
170373,1,Reported as Unknown if Impaired
170374,1,"Under the Influence of Alcohol, Drugs or Medication"
170374,2,None/Apparently Normal
170375,1,Other Physical Impairment
170376,1,None/Apparently Normal
170376,2,None/Apparently Normal
170377,1,Reported as Unknown if Impaired
170378,1,"Under the Influence of Alcohol, Drugs or Medication"
170378,2,None/Apparently Normal
170379,1,"Under the Influence of Alcohol, Drugs or Medication"
170379,2,None/Apparently Normal
170380,1,Reported as Unknown if Impaired
170380,2,None/Apparently Normal
170381,1,Other Physical Impairment
170381,2,None/Apparently Normal
170382,1,"Under the Influence of Alcohol, Drugs or Medication"
170383,1,"Under the Influence of Alcohol, Drugs or Medication"
170384,1,Reported as Unknown if Impaired
170384,2,None/Apparently Normal
170385,1,Reported as Unknown if Impaired
170385,2,None/Apparently Normal
170386,1,"Under the Influence of Alcohol, Drugs or Medication"
170387,1,None/Apparently Normal
170388,1,Other Physical Impairment
170389,1,None/Apparently Normal
170390,1,Reported as Unknown if Impaired
170391,1,None/Apparently Normal
170392,1,Reported as Unknown if Impaired
170393,1,Reported as Unknown if Impaired
170394,1,"Emotional (depressed, angry, disturbed, etc.)"
170395,1,None/Apparently Normal
170395,2,Other Physical Impairment
170396,1,Reported as Unknown if Impaired
170396,2,None/Apparently Normal
170397,1,Other Physical Impairment
170397,2,Other Physical Impairment
170398,1,None/Apparently Normal
170398,2,None/Apparently Normal
170399,1,Reported as Unknown if Impaired
170399,2,None/Apparently Normal
170400,1,Other Physical Impairment
170400,2,None/Apparently Normal
170401,1,Reported as Unknown if Impaired
170402,1,None/Apparently Normal
170402,2,Reported as Unknown if Impaired
170403,1,Other Physical Impairment
170403,2,None/Apparently Normal
170403,3,None/Apparently Normal
170404,1,None/Apparently Normal
170405,1,Reported as Unknown if Impaired
170405,2,Not Reported
170405,3,None/Apparently Normal
170405,4,None/Apparently Normal
170405,5,None/Apparently Normal
170405,6,None/Apparently Normal
170405,7,None/Apparently Normal
170405,8,None/Apparently Normal
170405,9,None/Apparently Normal
170406,1,None/Apparently Normal
170407,1,Reported as Unknown if Impaired
170408,1,Reported as Unknown if Impaired
170409,1,Reported as Unknown if Impaired
170410,1,Reported as Unknown if Impaired
170411,1,Reported as Unknown if Impaired
170412,1,None/Apparently Normal
170413,1,Reported as Unknown if Impaired
170414,1,"Ill, Blackout"
170415,1,Reported as Unknown if Impaired
170416,1,None/Apparently Normal
170417,1,Reported as Unknown if Impaired
170418,1,"Under the Influence of Alcohol, Drugs or Medication"
170419,1,Reported as Unknown if Impaired
170419,2,Reported as Unknown if Impaired
170420,1,None/Apparently Normal
170420,2,None/Apparently Normal
170421,1,Reported as Unknown if Impaired
170421,2,None/Apparently Normal
170422,1,None/Apparently Normal
170422,2,None/Apparently Normal
170423,1,Other Physical Impairment
170423,2,None/Apparently Normal
170424,1,None/Apparently Normal
170424,2,Reported as Unknown if Impaired
170425,1,None/Apparently Normal
170425,2,Reported as Unknown if Impaired
170426,1,Reported as Unknown if Impaired
170426,2,Reported as Unknown if Impaired
170427,1,"Under the Influence of Alcohol, Drugs or Medication"
170428,1,None/Apparently Normal
170428,2,None/Apparently Normal
170429,1,Reported as Unknown if Impaired
170430,1,Other Physical Impairment
170430,2,None/Apparently Normal
170431,1,Reported as Unknown if Impaired
170431,2,Reported as Unknown if Impaired
170432,1,"Under the Influence of Alcohol, Drugs or Medication"
170432,2,None/Apparently Normal
170433,1,None/Apparently Normal
170433,2,"Under the Influence of Alcohol, Drugs or Medication"
170434,1,None/Apparently Normal
170434,2,None/Apparently Normal
170435,1,"Under the Influence of Alcohol, Drugs or Medication"
170435,2,None/Apparently Normal
170436,1,Reported as Unknown if Impaired
170437,1,None/Apparently Normal
170438,1,Reported as Unknown if Impaired
170438,2,None/Apparently Normal
170438,3,None/Apparently Normal
170439,1,Reported as Unknown if Impaired
170439,3,None/Apparently Normal
170440,1,"Under the Influence of Alcohol, Drugs or Medication"
170441,1,Reported as Unknown if Impaired
170442,1,Reported as Unknown if Impaired
170443,1,None/Apparently Normal
170444,1,Reported as Unknown if Impaired
170445,1,None/Apparently Normal
170446,1,Reported as Unknown if Impaired
170447,1,None/Apparently Normal
170448,1,Reported as Unknown if Impaired
170449,1,Reported as Unknown if Impaired
170450,1,Reported as Unknown if Impaired
170451,1,None/Apparently Normal
170452,1,None/Apparently Normal
170453,1,Other Physical Impairment
170454,1,None/Apparently Normal
170455,1,None/Apparently Normal
170455,2,None/Apparently Normal
170456,1,None/Apparently Normal
170456,2,None/Apparently Normal
170457,1,Reported as Unknown if Impaired
170457,2,None/Apparently Normal
170458,1,None/Apparently Normal
170458,2,None/Apparently Normal
170459,1,Other Physical Impairment
170459,2,None/Apparently Normal
170459,3,None/Apparently Normal
170459,4,None/Apparently Normal
170459,5,None/Apparently Normal
170460,1,None/Apparently Normal
170460,2,None/Apparently Normal
170461,1,None/Apparently Normal
170462,1,None/Apparently Normal
170462,2,None/Apparently Normal
170463,1,Other Physical Impairment
170463,2,None/Apparently Normal
170463,3,None/Apparently Normal
170464,1,Reported as Unknown if Impaired
170464,2,None/Apparently Normal
170464,3,None/Apparently Normal
170464,4,None/Apparently Normal
170465,1,None/Apparently Normal
170466,1,Reported as Unknown if Impaired
170467,1,None/Apparently Normal
170468,1,Reported as Unknown if Impaired
170469,1,Other Physical Impairment
170470,1,"Emotional (depressed, angry, disturbed, etc.)"
170471,1,Reported as Unknown if Impaired
170472,1,None/Apparently Normal
170472,2,None/Apparently Normal
170473,1,None/Apparently Normal
170474,1,Reported as Unknown if Impaired
170475,1,Reported as Unknown if Impaired
170476,1,Reported as Unknown if Impaired
170477,1,"Under the Influence of Alcohol, Drugs or Medication"
170477,2,None/Apparently Normal
170477,3,None/Apparently Normal
170478,1,Reported as Unknown if Impaired
170479,1,None/Apparently Normal
170480,1,Reported as Unknown if Impaired
170480,2,None/Apparently Normal
170481,1,Reported as Unknown if Impaired
170482,1,None/Apparently Normal
170482,2,None/Apparently Normal
170482,3,Reported as Unknown if Impaired
170483,1,Other Physical Impairment
170483,2,None/Apparently Normal
170483,3,None/Apparently Normal
170484,1,None/Apparently Normal
170484,2,Reported as Unknown if Impaired
170484,3,None/Apparently Normal
170485,1,Other Physical Impairment
170485,2,None/Apparently Normal
170486,1,"Under the Influence of Alcohol, Drugs or Medication"
170486,2,Other Physical Impairment
170487,1,None/Apparently Normal
170487,2,None/Apparently Normal
170488,1,None/Apparently Normal
170488,2,Other Physical Impairment
170489,1,Reported as Unknown if Impaired
170489,2,None/Apparently Normal
170490,1,Reported as Unknown if Impaired
170491,1,Reported as Unknown if Impaired
170492,1,None/Apparently Normal
170493,1,Reported as Unknown if Impaired
170494,1,None/Apparently Normal
170495,1,None/Apparently Normal
170496,1,"Under the Influence of Alcohol, Drugs or Medication"
170497,1,"Emotional (depressed, angry, disturbed, etc.)"
170498,1,"Under the Influence of Alcohol, Drugs or Medication"
170499,1,Reported as Unknown if Impaired
170500,1,None/Apparently Normal
170501,1,None/Apparently Normal
170502,1,Reported as Unknown if Impaired
170503,1,"Under the Influence of Alcohol, Drugs or Medication"
170504,1,Reported as Unknown if Impaired
170505,1,Reported as Unknown if Impaired
170506,1,Not Reported
170507,1,Not Reported
170508,1,Reported as Unknown if Impaired
170509,1,Reported as Unknown if Impaired
170510,1,Reported as Unknown if Impaired
170510,2,None/Apparently Normal
170511,1,Reported as Unknown if Impaired
170512,1,Other Physical Impairment
170513,1,Reported as Unknown if Impaired
170513,2,None/Apparently Normal
170514,1,Reported as Unknown if Impaired
170514,2,None/Apparently Normal
170515,1,Reported as Unknown if Impaired
170515,2,None/Apparently Normal
170516,1,Other Physical Impairment
170516,2,None/Apparently Normal
170517,1,Other Physical Impairment
170517,2,None/Apparently Normal
170518,1,None/Apparently Normal
170518,2,None/Apparently Normal
170518,3,None/Apparently Normal
170518,4,Reported as Unknown if Impaired
170519,1,Reported as Unknown if Impaired
170519,2,Reported as Unknown if Impaired
170520,1,"Under the Influence of Alcohol, Drugs or Medication"
170520,2,None/Apparently Normal
170521,1,Reported as Unknown if Impaired
170521,2,None/Apparently Normal
170522,1,None/Apparently Normal
170522,2,None/Apparently Normal
170523,1,None/Apparently Normal
170524,1,Other Physical Impairment
170524,2,Reported as Unknown if Impaired
170525,1,None/Apparently Normal
170525,2,None/Apparently Normal
170525,3,None/Apparently Normal
170526,1,"Ill, Blackout"
170526,2,None/Apparently Normal
170526,3,None/Apparently Normal
170527,1,None/Apparently Normal
170527,2,None/Apparently Normal
170527,3,Reported as Unknown if Impaired
170527,4,None/Apparently Normal
170527,5,None/Apparently Normal
170528,1,None/Apparently Normal
170528,2,Reported as Unknown if Impaired
170529,1,Other Physical Impairment
170530,1,None/Apparently Normal
170531,1,None/Apparently Normal
170532,1,"Under the Influence of Alcohol, Drugs or Medication"
170533,1,Reported as Unknown if Impaired
170534,1,Other Physical Impairment
170534,2,Reported as Unknown if Impaired
170535,1,"Under the Influence of Alcohol, Drugs or Medication"
170536,1,None/Apparently Normal
170536,2,None/Apparently Normal
170537,1,Other Physical Impairment
170537,2,Other Physical Impairment
170538,1,Reported as Unknown if Impaired
170539,1,"Under the Influence of Alcohol, Drugs or Medication"
170540,1,Reported as Unknown if Impaired
170540,2,None/Apparently Normal
170541,1,None/Apparently Normal
170541,2,None/Apparently Normal
170542,1,None/Apparently Normal
170542,2,None/Apparently Normal
170543,1,Reported as Unknown if Impaired
170544,1,None/Apparently Normal
170545,1,Reported as Unknown if Impaired
170546,1,None/Apparently Normal
170546,2,None/Apparently Normal
170547,1,Reported as Unknown if Impaired
170547,2,None/Apparently Normal
170548,1,Reported as Unknown if Impaired
170549,1,Reported as Unknown if Impaired
170549,2,Reported as Unknown if Impaired
170549,3,None/Apparently Normal
170550,1,Reported as Unknown if Impaired
170551,1,Reported as Unknown if Impaired
170552,1,None/Apparently Normal
170553,1,None/Apparently Normal
170554,1,None/Apparently Normal
170555,1,Reported as Unknown if Impaired
