st_case,veh_no,per_no,pbage,pbsex,pbptype,pbswalk,pedctype,bikectype,pedpos,pedleg,pedsnr,pedcgp,bikecgp
130380,0,1,62,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130388,0,1,49,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130388,0,2,54,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130396,0,1,51,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130406,0,1,53,Female,Pedestrian,Yes,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
130411,0,1,80,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130436,0,1,20,Male,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130441,0,1,57,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130445,0,1,37,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130445,0,2,25,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130447,0,1,59,Male,Pedestrian,Yes,Motorist Right Turn - Perpendicular Paths,Not a Cyclist,Crosswalk Area,Nearside,"Motorist turning right - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Turning,Not a Cyclist
130450,0,1,20,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130454,0,1,56,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130455,0,1,38,Male,Pedestrian,None Noted,Standing in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
130457,0,1,47,Male,Bicyclist,Yes,Not a Pedestrian,Bicyclist Ride Out - Sign-Controlled Intersection,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Sign-Controlled Intersection
130462,0,1,65,Male,Bicyclist,None Noted,Not a Pedestrian,Bicyclist Ride Through - Signalized Intersection,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Signalized Intersection
130477,0,1,62,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130479,0,1,998,Female,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
130481,0,1,2,Male,Pedestrian,None Noted,Standing in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
130487,0,1,72,Male,Pedestrian,Yes,Motorist Failed to Yield,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130503,0,1,50,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130504,0,1,61,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
130505,0,1,46,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130506,0,1,31,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130539,0,1,19,Male,Pedestrian,None Noted,At Intersection - Other / Unknown,Not a Cyclist,Crosswalk Area,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian within crosswalk area, approach direction unknown.",Other / Unknown - Insufficient Details,Not a Cyclist
130540,0,1,39,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130553,0,1,66,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130558,0,1,57,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130559,0,1,38,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
130562,0,1,66,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Intersection Area,Unknown/None of the Above,Unknown/Insufficient Information,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130563,0,1,41,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130567,0,1,62,Male,Bicyclist,Yes,Not a Pedestrian,Motorist Overtaking - Undetected Bicyclist�or Detected - Too Late to Avoid,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Motorist Overtaking Bicyclist
130581,0,1,26,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130585,0,1,65,Male,Pedestrian,Yes,Motorist Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130588,0,1,63,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130596,0,1,37,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130599,0,1,54,Male,Pedestrian,Yes,Working in Roadway,Not a Cyclist,Intersection Area,Unknown/None of the Above,Unknown/Insufficient Information,Working or Playing in Roadway,Not a Cyclist
130601,0,1,80,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian within crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130605,0,1,49,Male,Pedestrian,None Noted,Entering / Exiting Parked or Stopped Vehicle,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unique Midblock,Not a Cyclist
130611,0,1,37,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130611,0,2,1,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130612,0,1,61,Female,Pedestrian,Yes,Motorist Left Turn - Parallel Paths,Not a Cyclist,Travel Lane,Farside,"Motorist turning left - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, approach direction unknown.",Crossing Roadway - Vehicle Turning,Not a Cyclist
130622,0,1,59,Male,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
130634,0,1,53,Male,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
130635,0,1,79,Male,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
130636,0,1,27,Male,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
130642,0,1,48,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130643,0,1,48,Female,Pedestrian,None Noted,Not At Intersection - Other / Unknown,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
130655,0,1,28,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Crosswalk Area,Unknown/None of the Above,Unknown/Insufficient Information,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130671,0,1,34,Female,Pedestrian,None Noted,Walking/Running Along Roadway Against Traffic - From Front,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130672,0,1,70,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
130689,0,1,40,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130690,0,1,55,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130693,0,1,55,Male,Pedestrian,None Noted,Dart-Out  Visual Obstruction Noted,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
130697,0,1,43,Female,Pedestrian,None Noted,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
130699,0,1,29,Female,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130699,0,2,28,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Farside,"Motorist traveling straight through - Crash Occurred on Far Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists right.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130701,0,1,47,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130705,0,1,75,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130713,0,1,52,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Unknown/None of the Above,Unknown/Insufficient Information,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130718,0,1,56,Male,Pedestrian,Yes,Driveway Crossing - Other / Unknown,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Driveway Access/Driveway Access Related,Not a Cyclist
130721,0,1,56,Male,Pedestrian,Yes,"Dash  Run, No Visual Obstruction Noted",Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
130724,0,1,27,Male,Pedestrian,Yes,Motor Vehicle Loss of Control,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130729,0,1,30,Female,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
130733,0,1,998,Male,Bicyclist,Yes,Not a Pedestrian,Bicyclist Ride Through - Signalized Intersection,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Signalized Intersection
130739,0,1,22,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130744,0,1,32,Male,Pedestrian,None Noted,Crossing an Expressway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Expressway,Not a Cyclist
130745,0,1,43,Female,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130759,0,1,22,Female,Pedestrian,Yes,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130767,0,1,41,Male,Pedestrian,None Noted,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130771,0,1,44,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130781,0,1,49,Male,Pedestrian,None Noted,Working in Roadway,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Working or Playing in Roadway,Not a Cyclist
130785,0,1,70,Female,Pedestrian,None Noted,Motorist Exiting Driveway or Alley,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not Applicable,Not Applicable,Driveway Access/Driveway Access Related,Not a Cyclist
130787,0,1,34,Female,Pedestrian,None Noted,Dart-Out  Visual Obstruction Noted,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,"Dash  Run, No Visual Obstruction Noted / Dart-Out  Visual Obstruction Noted",Not a Cyclist
130799,0,1,27,Male,Pedestrian,None Noted,Driverless Vehicle,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130811,0,1,43,Male,Pedestrian,Yes,Other - Unknown Location,Not a Cyclist,Other/Unknown,Not Applicable,Not Applicable,Other / Unknown - Insufficient Details,Not a Cyclist
130816,0,1,58,Male,Pedestrian,None Noted,Walking/Running Along Roadway With Traffic - From Behind,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Walking/Running Along Roadway,Not a Cyclist
130818,0,1,65,Male,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130818,0,2,63,Female,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130826,0,1,47,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Nearside,"Motorist traveling straight through - Crash Occurred on Near (Approach) Side of Intersection / Pedestrian outside crosswalk area, traveled from motorists left.",Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130829,0,1,31,Female,Pedestrian,None Noted,Disabled Vehicle-Related,Not a Cyclist,Paved Shoulder / Bicycle Lane / Parking Lane,Not Applicable,Not Applicable,Unusual Circumstances,Not a Cyclist
130842,0,1,61,Male,Bicyclist,None Noted,Not a Pedestrian,Bicyclist Ride Out - Residential Driveway,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Not a Pedestrian,Bicyclist Failed to Yield - Midblock
130845,0,1,88,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130846,0,1,53,Male,Pedestrian,Yes,Standing in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
130853,0,1,49,Male,Pedestrian,Yes,Pedestrian Failed to Yield,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Crossing Roadway - Vehicle Not Turning,Not a Cyclist
130854,0,1,59,Male,Pedestrian,None Noted,Lying in Roadway,Not a Cyclist,Travel Lane,Not Applicable,Not Applicable,Pedestrian in Roadway - Circumstances Unknown,Not a Cyclist
