st_case,veh_no,vision
361022,1,No Obstruction Noted
361022,2,No Obstruction Noted
361023,1,No Obstruction Noted
361023,2,No Obstruction Noted
361024,1,No Obstruction Noted
361025,1,No Obstruction Noted
361026,1,No Obstruction Noted
361027,1,No Obstruction Noted
361028,1,No Obstruction Noted
361029,1,No Obstruction Noted
361029,2,No Obstruction Noted
361030,1,No Obstruction Noted
361031,1,No Obstruction Noted
361032,1,No Obstruction Noted
361033,1,No Obstruction Noted
361033,2,No Obstruction Noted
361034,1,No Obstruction Noted
361035,1,No Obstruction Noted
361036,1,No Obstruction Noted
361037,1,No Obstruction Noted
361037,2,No Obstruction Noted
361038,1,No Obstruction Noted
361038,2,No Obstruction Noted
361039,1,No Obstruction Noted
361039,2,No Obstruction Noted
361040,1,No Obstruction Noted
361040,2,No Obstruction Noted
361041,1,No Obstruction Noted
361041,2,No Obstruction Noted
361042,1,No Obstruction Noted
361043,1,No Obstruction Noted
361044,1,No Obstruction Noted
361044,2,No Obstruction Noted
361044,3,No Obstruction Noted
361045,1,No Obstruction Noted
361045,2,No Obstruction Noted
361046,1,No Obstruction Noted
361047,1,No Obstruction Noted
361047,2,No Obstruction Noted
361048,1,No Obstruction Noted
361048,2,No Obstruction Noted
361048,3,No Obstruction Noted
361048,4,No Obstruction Noted
361049,1,No Obstruction Noted
361050,1,No Obstruction Noted
361051,1,No Obstruction Noted
361051,2,No Obstruction Noted
361052,1,No Obstruction Noted
361052,2,No Obstruction Noted
361053,1,No Obstruction Noted
361054,1,No Obstruction Noted
361054,2,No Obstruction Noted
361055,1,No Obstruction Noted
361056,1,No Obstruction Noted
361057,1,No Obstruction Noted
361057,2,No Obstruction Noted
361057,3,No Obstruction Noted
361058,1,No Obstruction Noted
361059,1,No Obstruction Noted
361060,1,No Obstruction Noted
361060,2,No Obstruction Noted
361061,1,No Obstruction Noted
361062,1,No Obstruction Noted
361063,1,No Obstruction Noted
361063,2,No Driver Present/Unknown if Driver present
361064,1,No Obstruction Noted
361065,1,No Obstruction Noted
361065,2,No Driver Present/Unknown if Driver present
361066,1,No Obstruction Noted
361066,2,No Obstruction Noted
361067,1,No Obstruction Noted
361067,2,No Obstruction Noted
361068,1,No Obstruction Noted
361069,1,No Obstruction Noted
361070,1,No Obstruction Noted
361071,1,No Obstruction Noted
361072,1,No Obstruction Noted
361073,1,No Obstruction Noted
361074,1,No Obstruction Noted
361075,1,No Obstruction Noted
361076,1,No Obstruction Noted
361076,2,No Obstruction Noted
361077,1,No Obstruction Noted
361077,2,"Reflected Glare, Bright Sunlight, Headlights"
361077,3,No Obstruction Noted
361078,1,No Obstruction Noted
361078,2,No Obstruction Noted
361079,1,No Obstruction Noted
361079,2,No Obstruction Noted
361080,1,No Obstruction Noted
361080,2,No Obstruction Noted
361081,1,No Obstruction Noted
361082,1,No Obstruction Noted
361083,1,No Obstruction Noted
361083,2,No Obstruction Noted
361084,1,No Obstruction Noted
361084,2,No Obstruction Noted
361084,3,No Obstruction Noted
361085,1,Vision Obscured - No Details
361086,1,No Obstruction Noted
361087,1,No Obstruction Noted
361088,1,Vision Obscured - No Details
361089,1,No Obstruction Noted
361090,1,No Obstruction Noted
361091,1,No Obstruction Noted
361092,1,No Obstruction Noted
361093,1,No Obstruction Noted
361093,2,No Obstruction Noted
361094,1,No Obstruction Noted
361095,1,No Obstruction Noted
361095,2,No Obstruction Noted
361096,1,No Obstruction Noted
361097,1,No Obstruction Noted
361098,1,No Obstruction Noted
361100,1,No Obstruction Noted
361101,1,No Obstruction Noted
361102,1,Reported as Unknown
361103,1,No Obstruction Noted
361104,1,No Obstruction Noted
361105,1,No Obstruction Noted
361106,1,No Obstruction Noted
361107,1,No Obstruction Noted
361108,1,Reported as Unknown
361109,1,No Obstruction Noted
361109,2,No Obstruction Noted
361110,1,No Obstruction Noted
361110,2,No Obstruction Noted
361111,1,No Obstruction Noted
361112,1,No Obstruction Noted
361113,1,No Obstruction Noted
361114,1,No Obstruction Noted
361115,1,No Obstruction Noted
361117,1,No Obstruction Noted
361117,2,No Obstruction Noted
361118,1,No Obstruction Noted
361119,1,No Obstruction Noted
361120,1,No Obstruction Noted
361121,1,No Obstruction Noted
361122,1,No Obstruction Noted
361123,1,Reported as Unknown
361124,1,No Obstruction Noted
361125,1,No Obstruction Noted
361126,1,No Obstruction Noted
361127,1,No Obstruction Noted
361128,1,Reported as Unknown
361129,1,No Obstruction Noted
361129,2,No Obstruction Noted
361130,1,No Obstruction Noted
361130,2,No Obstruction Noted
361131,1,No Obstruction Noted
361131,2,No Obstruction Noted
361132,1,No Obstruction Noted
361133,1,No Obstruction Noted
361133,2,No Obstruction Noted
361134,1,No Obstruction Noted
361134,2,No Obstruction Noted
361135,1,No Obstruction Noted
361135,2,No Obstruction Noted
361136,1,No Obstruction Noted
361137,1,No Obstruction Noted
361137,2,No Obstruction Noted
361138,1,No Obstruction Noted
361138,2,No Obstruction Noted
361139,1,No Obstruction Noted
361139,2,No Obstruction Noted
361140,1,No Obstruction Noted
361141,1,No Obstruction Noted
361142,1,No Obstruction Noted
361143,1,No Obstruction Noted
361144,1,No Obstruction Noted
361145,1,No Obstruction Noted
361146,1,No Obstruction Noted
361147,1,No Obstruction Noted
361148,1,No Obstruction Noted
361148,2,No Obstruction Noted
361149,1,No Obstruction Noted
361149,2,No Obstruction Noted
361149,3,No Obstruction Noted
361150,1,No Obstruction Noted
361151,1,No Obstruction Noted
361152,1,No Obstruction Noted
361153,1,No Obstruction Noted
361154,1,No Obstruction Noted
361155,1,No Obstruction Noted
361155,2,No Obstruction Noted
361156,1,No Obstruction Noted
361156,2,No Obstruction Noted
361157,1,No Obstruction Noted
361158,1,No Obstruction Noted
361159,1,No Obstruction Noted
361160,1,No Obstruction Noted
361161,1,No Obstruction Noted
361162,1,No Obstruction Noted
361162,2,No Obstruction Noted
370001,1,Reported as Unknown
370002,1,No Obstruction Noted
370002,2,No Obstruction Noted
370003,1,No Obstruction Noted
370003,2,No Obstruction Noted
370004,1,No Obstruction Noted
370005,1,No Obstruction Noted
370006,1,No Obstruction Noted
370007,1,No Obstruction Noted
370008,1,No Obstruction Noted
370008,2,No Obstruction Noted
370009,1,No Obstruction Noted
370009,2,No Obstruction Noted
370010,1,No Obstruction Noted
370010,2,No Obstruction Noted
370010,3,No Obstruction Noted
370011,1,Reported as Unknown
370011,2,No Obstruction Noted
370012,1,No Obstruction Noted
370012,2,No Obstruction Noted
370013,1,No Obstruction Noted
370014,1,No Obstruction Noted
370015,1,No Obstruction Noted
370016,1,"Reflected Glare, Bright Sunlight, Headlights"
370017,1,No Obstruction Noted
370018,1,No Obstruction Noted
370018,2,No Obstruction Noted
370018,3,No Obstruction Noted
370020,1,Reported as Unknown
370021,1,No Obstruction Noted
370022,1,No Obstruction Noted
370024,1,No Obstruction Noted
370025,1,No Obstruction Noted
370026,1,Reported as Unknown
370026,2,No Obstruction Noted
370027,1,No Obstruction Noted
370028,1,No Obstruction Noted
370029,1,No Obstruction Noted
370029,2,No Obstruction Noted
370030,1,No Obstruction Noted
370031,1,No Obstruction Noted
370031,2,No Obstruction Noted
370032,1,No Obstruction Noted
370032,2,No Obstruction Noted
370033,1,Reported as Unknown
370033,2,Reported as Unknown
370034,1,No Obstruction Noted
370035,1,No Obstruction Noted
370035,2,No Obstruction Noted
370036,1,No Obstruction Noted
370036,2,No Obstruction Noted
370037,1,"Reflected Glare, Bright Sunlight, Headlights"
370038,1,No Obstruction Noted
370038,2,No Obstruction Noted
370039,1,Reported as Unknown
370040,1,No Obstruction Noted
370040,2,No Obstruction Noted
370041,1,No Obstruction Noted
370042,1,No Obstruction Noted
370043,1,No Obstruction Noted
370044,1,No Obstruction Noted
370045,1,No Obstruction Noted
370046,1,No Obstruction Noted
370047,1,No Obstruction Noted
370047,2,No Obstruction Noted
370047,3,No Obstruction Noted
370047,4,No Obstruction Noted
370047,5,No Obstruction Noted
370047,6,No Obstruction Noted
370047,7,No Obstruction Noted
370048,1,No Obstruction Noted
370049,1,No Obstruction Noted
370049,2,No Obstruction Noted
370050,1,No Obstruction Noted
370050,2,No Obstruction Noted
370051,1,No Obstruction Noted
370052,1,No Obstruction Noted
370053,1,No Obstruction Noted
370054,1,No Obstruction Noted
370055,1,No Obstruction Noted
370056,1,No Obstruction Noted
370056,2,No Obstruction Noted
370057,1,No Obstruction Noted
370057,2,No Obstruction Noted
370058,1,No Obstruction Noted
370058,2,No Obstruction Noted
370059,1,No Obstruction Noted
370059,2,No Obstruction Noted
370060,1,No Obstruction Noted
370061,1,No Obstruction Noted
370062,1,No Obstruction Noted
370063,1,No Obstruction Noted
370064,1,Reported as Unknown
370065,1,Reported as Unknown
370066,1,No Obstruction Noted
370066,2,No Obstruction Noted
370068,1,No Obstruction Noted
370068,2,No Obstruction Noted
370069,1,No Obstruction Noted
370070,2,No Obstruction Noted
370071,1,No Obstruction Noted
370071,2,No Obstruction Noted
370072,1,No Obstruction Noted
370072,2,No Obstruction Noted
370073,1,No Obstruction Noted
370074,1,No Obstruction Noted
370074,2,No Obstruction Noted
370074,3,No Obstruction Noted
370074,4,No Obstruction Noted
370074,5,No Obstruction Noted
370074,6,No Obstruction Noted
370075,1,Reported as Unknown
370076,1,No Obstruction Noted
370076,2,No Obstruction Noted
370077,1,Reported as Unknown
370078,1,No Obstruction Noted
370079,1,No Obstruction Noted
370080,1,No Obstruction Noted
370080,2,No Obstruction Noted
370081,1,"Trees, Crops, Vegetation"
370082,1,No Obstruction Noted
370082,2,No Obstruction Noted
370083,1,No Obstruction Noted
370083,2,No Driver Present/Unknown if Driver present
370085,1,No Obstruction Noted
370086,1,No Obstruction Noted
370086,2,No Obstruction Noted
370087,1,No Obstruction Noted
370088,1,No Obstruction Noted
370089,1,No Obstruction Noted
370090,1,No Obstruction Noted
370091,1,No Obstruction Noted
370092,1,No Driver Present/Unknown if Driver present
370092,2,No Obstruction Noted
370092,3,No Obstruction Noted
370093,1,No Obstruction Noted
370094,1,Reported as Unknown
370094,2,No Obstruction Noted
370095,1,No Obstruction Noted
370095,2,No Obstruction Noted
370096,1,No Obstruction Noted
370096,2,No Obstruction Noted
370097,1,No Obstruction Noted
370098,1,"Curve, Hill or Other Roadway Design Feature"
370098,2,No Driver Present/Unknown if Driver present
370098,3,No Driver Present/Unknown if Driver present
370099,1,No Obstruction Noted
370101,1,No Obstruction Noted
370102,1,No Obstruction Noted
370102,2,No Obstruction Noted
370102,3,No Obstruction Noted
370103,1,No Obstruction Noted
370103,2,No Obstruction Noted
370104,1,No Obstruction Noted
370105,1,No Obstruction Noted
370106,1,No Obstruction Noted
370107,1,No Obstruction Noted
370108,1,No Obstruction Noted
370109,1,No Obstruction Noted
370109,2,No Obstruction Noted
370110,1,Vision Obscured - No Details
370111,1,No Obstruction Noted
370112,1,No Obstruction Noted
370113,1,No Obstruction Noted
370113,2,No Driver Present/Unknown if Driver present
370113,3,No Driver Present/Unknown if Driver present
370114,1,No Obstruction Noted
370114,2,"Trees, Crops, Vegetation"
370115,1,No Obstruction Noted
370116,1,No Obstruction Noted
370116,2,No Obstruction Noted
370117,1,No Obstruction Noted
370118,1,No Obstruction Noted
370119,1,No Obstruction Noted
370120,1,Reported as Unknown
370121,1,No Obstruction Noted
370122,1,No Obstruction Noted
370123,1,No Obstruction Noted
370124,1,No Obstruction Noted
370125,1,No Obstruction Noted
370126,1,No Obstruction Noted
370127,1,No Obstruction Noted
370128,1,No Obstruction Noted
370129,1,No Obstruction Noted
370129,2,No Obstruction Noted
370130,1,No Obstruction Noted
370131,1,No Obstruction Noted
370132,1,No Obstruction Noted
370133,1,No Obstruction Noted
370133,2,No Obstruction Noted
370134,1,No Obstruction Noted
370135,1,No Obstruction Noted
370135,2,No Obstruction Noted
370136,1,No Obstruction Noted
370136,2,No Obstruction Noted
370137,1,No Obstruction Noted
370138,1,No Obstruction Noted
370139,1,No Obstruction Noted
370140,1,No Obstruction Noted
370141,1,No Obstruction Noted
370141,2,No Obstruction Noted
370142,1,No Obstruction Noted
370143,1,No Obstruction Noted
370144,1,Reported as Unknown
370144,2,No Obstruction Noted
370145,1,No Obstruction Noted
370146,1,No Obstruction Noted
370147,1,No Obstruction Noted
370148,1,No Obstruction Noted
370149,1,No Obstruction Noted
370149,2,No Obstruction Noted
370150,1,No Obstruction Noted
370150,2,No Obstruction Noted
370151,1,No Obstruction Noted
370152,1,No Obstruction Noted
370152,2,No Obstruction Noted
370154,1,No Obstruction Noted
370154,2,No Obstruction Noted
370155,1,No Obstruction Noted
370155,2,No Obstruction Noted
370156,1,No Obstruction Noted
370157,1,No Obstruction Noted
370157,2,No Obstruction Noted
370157,3,No Obstruction Noted
370157,4,No Obstruction Noted
370158,1,No Obstruction Noted
370159,1,No Obstruction Noted
370159,2,No Obstruction Noted
370160,1,No Obstruction Noted
370160,2,No Obstruction Noted
370161,1,No Obstruction Noted
370161,2,No Obstruction Noted
370162,1,No Obstruction Noted
370162,2,No Obstruction Noted
370163,1,No Obstruction Noted
370163,2,No Obstruction Noted
370164,1,No Obstruction Noted
370165,1,No Obstruction Noted
370166,1,No Obstruction Noted
370166,2,Reported as Unknown
370167,1,No Obstruction Noted
370167,2,No Obstruction Noted
370168,1,No Obstruction Noted
370168,2,Reported as Unknown
370169,1,No Obstruction Noted
370170,1,No Obstruction Noted
370170,2,No Obstruction Noted
370170,3,No Obstruction Noted
370170,4,No Obstruction Noted
370171,1,No Obstruction Noted
370171,2,No Obstruction Noted
370172,1,No Obstruction Noted
370174,1,No Obstruction Noted
370175,1,No Obstruction Noted
370175,2,No Obstruction Noted
370176,1,No Obstruction Noted
370176,2,No Obstruction Noted
370176,3,No Obstruction Noted
370177,1,No Obstruction Noted
370178,1,No Obstruction Noted
370179,1,No Obstruction Noted
370180,1,No Obstruction Noted
370181,1,No Obstruction Noted
370182,1,No Obstruction Noted
370182,2,No Obstruction Noted
370183,1,Other Visual Obstruction
370184,1,No Obstruction Noted
370185,1,No Obstruction Noted
370186,1,No Obstruction Noted
370186,2,No Obstruction Noted
370187,1,No Obstruction Noted
370188,1,No Obstruction Noted
370188,2,No Obstruction Noted
370188,3,No Obstruction Noted
370189,1,No Obstruction Noted
370190,1,No Obstruction Noted
370190,2,No Obstruction Noted
370191,1,Reported as Unknown
370191,2,No Obstruction Noted
370191,3,No Obstruction Noted
370192,1,Other Visual Obstruction
370192,2,No Obstruction Noted
370193,1,Reported as Unknown
370194,1,No Obstruction Noted
370194,2,No Obstruction Noted
370195,1,No Obstruction Noted
370196,1,No Obstruction Noted
370197,1,No Obstruction Noted
370198,1,No Obstruction Noted
370199,1,No Obstruction Noted
370200,1,No Obstruction Noted
370201,1,Reported as Unknown
370202,1,No Obstruction Noted
370202,2,No Obstruction Noted
370203,1,No Obstruction Noted
370203,2,No Obstruction Noted
370204,1,Reported as Unknown
370205,1,No Obstruction Noted
370206,1,No Obstruction Noted
370206,2,No Obstruction Noted
370207,1,No Obstruction Noted
370208,1,No Obstruction Noted
370209,1,No Obstruction Noted
370209,2,No Obstruction Noted
370209,3,No Obstruction Noted
370210,1,No Obstruction Noted
370211,1,No Obstruction Noted
370211,2,No Obstruction Noted
370212,1,No Obstruction Noted
370213,1,No Obstruction Noted
370214,1,No Obstruction Noted
370215,1,No Obstruction Noted
370215,2,No Obstruction Noted
370216,1,No Obstruction Noted
370217,1,No Obstruction Noted
370218,1,No Obstruction Noted
370219,1,No Obstruction Noted
370219,2,No Obstruction Noted
370220,1,No Obstruction Noted
370221,1,No Obstruction Noted
370222,1,No Obstruction Noted
370223,1,No Obstruction Noted
370224,1,No Obstruction Noted
370225,1,No Obstruction Noted
370226,1,No Obstruction Noted
370227,1,No Obstruction Noted
370228,1,No Obstruction Noted
370229,1,No Obstruction Noted
370229,2,No Obstruction Noted
370230,1,No Obstruction Noted
370230,2,No Obstruction Noted
370230,3,No Obstruction Noted
370231,1,No Obstruction Noted
370231,2,No Obstruction Noted
370232,1,No Obstruction Noted
370233,1,No Obstruction Noted
370234,1,No Obstruction Noted
370235,1,No Obstruction Noted
370235,2,No Obstruction Noted
370236,1,No Obstruction Noted
370236,2,No Obstruction Noted
370237,1,No Obstruction Noted
370238,1,No Obstruction Noted
370239,1,No Obstruction Noted
370239,2,No Obstruction Noted
370240,1,No Obstruction Noted
370240,2,No Obstruction Noted
370241,1,No Obstruction Noted
370242,1,Reported as Unknown
370243,1,No Obstruction Noted
370244,1,No Obstruction Noted
370246,1,No Obstruction Noted
370247,1,No Obstruction Noted
370248,1,No Obstruction Noted
370248,2,No Obstruction Noted
370249,1,No Obstruction Noted
370249,2,No Obstruction Noted
370250,1,No Obstruction Noted
370250,2,No Obstruction Noted
