st_case,veh_no,per_no,nmcc
310066,0,1,"Inattentive (Talking, Eating, Etc.)"
310083,0,1,Failure to Yield Right-Of-Way
310083,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
310098,0,1,Failure to Yield Right-Of-Way
310111,0,1,Failure to Yield Right-Of-Way
310122,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
310123,0,1,Failure to Yield Right-Of-Way
310126,0,1,Failure to Yield Right-Of-Way
310126,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
310126,0,1,Wrong-Way Riding or Walking
310126,0,2,Failure to Yield Right-Of-Way
310126,0,2,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
310126,0,2,Wrong-Way Riding or Walking
310130,0,1,Failure to Yield Right-Of-Way
310153,0,1,None Noted
310174,0,1,Failure to Yield Right-Of-Way
310197,0,1,Failure to Yield Right-Of-Way
310197,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
310203,0,1,Failure to Yield Right-Of-Way
310203,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
310204,0,1,Wrong-Way Riding or Walking
310206,0,1,Failure to Yield Right-Of-Way
310206,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
310207,0,1,Failure to Yield Right-Of-Way
310207,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
310208,0,1,Failure to Yield Right-Of-Way
310208,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
310209,0,1,Failure to Yield Right-Of-Way
310212,0,1,Failure to Yield Right-Of-Way
310212,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
320001,0,1,Failure to Yield Right-Of-Way
320001,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320003,0,1,Wrong-Way Riding or Walking
320004,0,1,Other (Specify:)
320012,0,1,None Noted
320014,0,1,Failure to Yield Right-Of-Way
320014,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
320018,0,1,Failure to Yield Right-Of-Way
320018,0,1,"Inattentive (Talking, Eating, Etc.)"
320018,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320020,0,1,Failure to Yield Right-Of-Way
320020,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
320020,0,1,"Dash - Run, No Visual Obstruction Noted"
320020,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320022,0,1,None Noted
320024,0,1,Other (Specify:)
320025,0,1,None Noted
320027,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
320028,0,1,Failure to Yield Right-Of-Way
320028,0,1,Other (Specify:)
320029,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
320031,0,1,None Noted
320031,0,2,None Noted
320035,0,1,None Noted
320037,0,1,Wrong-Way Riding or Walking
320039,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
320039,0,1,"Dash - Run, No Visual Obstruction Noted"
320045,0,1,None Noted
320052,0,1,"Dash - Run, No Visual Obstruction Noted"
320052,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320053,0,1,Failure to Yield Right-Of-Way
320053,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
320054,0,1,"Dash - Run, No Visual Obstruction Noted"
320056,0,1,None Noted
320058,0,1,Failure to Yield Right-Of-Way
320059,0,1,Failure to Yield Right-Of-Way
320061,0,1,Wrong-Way Riding or Walking
320061,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
320066,0,1,Failure to Yield Right-Of-Way
320066,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320067,0,1,Failure to Yield Right-Of-Way
320073,0,1,Other (Specify:)
320074,0,1,Failure to Yield Right-Of-Way
320087,0,1,None Noted
320096,0,1,Other (Specify:)
320099,0,1,None Noted
320121,0,1,Failure to Yield Right-Of-Way
320122,0,1,Reported as Unknown
320124,0,1,Failure to Yield Right-Of-Way
320135,0,1,None Noted
320138,0,1,Failure to Yield Right-Of-Way
320147,0,1,None Noted
320149,0,1,Failure to Yield Right-Of-Way
320163,0,1,Failure to Yield Right-Of-Way
320163,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
320163,0,1,"Inattentive (Talking, Eating, Etc.)"
320166,0,1,Failure to Yield Right-Of-Way
320166,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320170,0,1,Failure to Yield Right-Of-Way
320173,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
320177,0,1,Failure to Yield Right-Of-Way
320177,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320178,0,1,Failure to Yield Right-Of-Way
320178,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320179,0,1,None Noted
320181,0,1,Failure to Yield Right-Of-Way
320181,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320182,0,1,None Noted
320187,0,1,Other (Specify:)
320188,0,1,Failure to Yield Right-Of-Way
320189,0,1,Other (Specify:)
320201,0,1,Failure to Yield Right-Of-Way
320205,0,1,None Noted
320206,0,1,Improper Turn/Merge
320207,0,1,Failure to Yield Right-Of-Way
320207,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320219,0,1,Failure to Yield Right-Of-Way
320219,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320222,0,1,Failure to Yield Right-Of-Way
320230,0,1,Failure to Yield Right-Of-Way
320230,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320233,0,1,None Noted
320236,0,1,Failure to Yield Right-Of-Way
320238,0,1,None Noted
320246,0,1,None Noted
320247,0,1,None Noted
320251,0,1,Failure to Yield Right-Of-Way
320255,0,1,Failure to Yield Right-Of-Way
320267,0,1,Failure to Yield Right-Of-Way
320267,0,1,Wrong-Way Riding or Walking
320267,0,2,Wrong-Way Riding or Walking
320269,0,1,None Noted
320269,0,2,None Noted
320270,0,1,Wrong-Way Riding or Walking
320274,0,1,Failure to Yield Right-Of-Way
320275,0,1,Failure to Yield Right-Of-Way
320276,0,1,Failure to Yield Right-Of-Way
320276,0,2,Failure to Yield Right-Of-Way
320277,0,1,Failure to Yield Right-Of-Way
320277,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320280,0,1,Failure to Yield Right-Of-Way
320280,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320281,0,1,Failure to Yield Right-Of-Way
320281,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320283,0,1,Failure to Yield Right-Of-Way
320283,0,1,Wrong-Way Riding or Walking
320284,0,1,Wrong-Way Riding or Walking
320285,0,1,Failure to Yield Right-Of-Way
320285,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320289,0,1,Failure to Yield Right-Of-Way
320290,0,1,Failure to Yield Right-Of-Way
320295,0,1,None Noted
320299,0,1,Failure to Yield Right-Of-Way
320299,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
320301,0,1,Failure to Yield Right-Of-Way
410082,0,2,None Noted
320304,0,1,Failure to Yield Right-Of-Way
320304,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320305,0,1,Failure to Yield Right-Of-Way
320305,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
320305,0,2,Failure to Yield Right-Of-Way
320305,0,2,"Failure to Obey Traffic Signs, Signals or Officer"
320308,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
320308,0,1,Wrong-Way Riding or Walking
320309,0,1,Failure to Yield Right-Of-Way
320309,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320309,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
320313,0,1,"Inattentive (Talking, Eating, Etc.)"
320316,0,1,Dart-Out - Visual Obstruction Noted
320316,0,1,Failure to Yield Right-Of-Way
320317,0,1,Failure to Yield Right-Of-Way
320317,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320331,0,1,None Noted
320333,0,1,None Noted
320334,0,1,Reported as Unknown
320341,0,1,Other (Specify:)
320342,0,1,Wrong-Way Riding or Walking
320342,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
320346,0,1,None Noted
320350,0,1,None Noted
320358,0,1,None Noted
320359,0,1,Failure to Yield Right-Of-Way
320359,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320365,0,1,Wrong-Way Riding or Walking
320367,0,1,Wrong-Way Riding or Walking
320367,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
320368,0,1,Failure to Yield Right-Of-Way
320368,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320369,0,1,None Noted
320375,0,1,None Noted
320382,0,1,"Inattentive (Talking, Eating, Etc.)"
320382,0,1,Other (Specify:)
320388,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
320388,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
330002,0,1,None Noted
330013,0,1,None Noted
330023,0,1,"Dash - Run, No Visual Obstruction Noted"
330023,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
330023,0,2,"Dash - Run, No Visual Obstruction Noted"
330023,0,2,"Not Visible (Dark clothing, No Lighting, etc.)"
330037,0,1,Failure to Yield Right-Of-Way
330042,0,1,"Dash - Run, No Visual Obstruction Noted"
330055,0,1,None Noted
330059,0,1,Failure to Yield Right-Of-Way
330067,0,1,None Noted
330098,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
330100,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
330104,0,1,None Noted
330105,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
330111,0,1,None Noted
330117,0,1,Failure to Yield Right-Of-Way
330117,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
330120,0,1,"Dash - Run, No Visual Obstruction Noted"
330131,0,1,Dart-Out - Visual Obstruction Noted
330132,0,1,"Dash - Run, No Visual Obstruction Noted"
330132,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
330132,0,2,"Dash - Run, No Visual Obstruction Noted"
330132,0,2,"Not Visible (Dark clothing, No Lighting, etc.)"
330134,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
330136,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
330138,0,1,Entering/Exiting Parked or Stopped Vehicle
340001,0,1,Failure to Yield Right-Of-Way
340001,0,1,"Dash - Run, No Visual Obstruction Noted"
340001,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340002,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340002,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340002,0,1,Dart-Out - Visual Obstruction Noted
340002,0,1,Failure to Yield Right-Of-Way
340010,0,1,None Noted
340011,0,1,None Noted
340013,0,1,None Noted
340014,0,1,Wrong-Way Riding or Walking
340015,0,1,Failure to Yield Right-Of-Way
340015,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340015,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340016,0,1,Failure to Yield Right-Of-Way
340016,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340018,0,1,None Noted
340019,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340021,0,1,Failure to Yield Right-Of-Way
340021,0,1,"Inattentive (Talking, Eating, Etc.)"
340021,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340024,0,1,Failure to Yield Right-Of-Way
340024,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340024,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340025,0,1,Failure to Yield Right-Of-Way
340025,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
340025,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340025,0,1,Other (Specify:)
340029,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
340029,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340032,0,1,Failure to Yield Right-Of-Way
340034,0,1,Failure to Yield Right-Of-Way
340034,0,1,"Dash - Run, No Visual Obstruction Noted"
340044,0,1,None Noted
340050,0,1,Failure to Yield Right-Of-Way
340050,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
340050,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340051,0,1,Failure to Yield Right-Of-Way
340051,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340052,0,1,Failure to Yield Right-Of-Way
340052,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340057,0,1,Failure to Yield Right-Of-Way
340057,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340057,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340059,0,1,None Noted
340060,0,1,Failure to Yield Right-Of-Way
340060,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340061,0,1,None Noted
340064,0,1,None Noted
340065,0,1,Failure to Yield Right-Of-Way
340065,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340065,0,1,Improper Turn/Merge
340068,0,1,None Noted
340074,0,1,Failure to Yield Right-Of-Way
340074,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340075,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340076,0,1,Failure to Yield Right-Of-Way
340081,0,1,None Noted
340084,0,1,Failure to Yield Right-Of-Way
340084,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340084,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340085,0,1,Failure to Yield Right-Of-Way
340085,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340088,0,1,Failure to Yield Right-Of-Way
340088,0,1,"Operating in other Erratic, Reckless, Careless or Negligent Manner"
340097,0,1,Failure to Yield Right-Of-Way
340097,0,1,Improper or Erratic Lane Changing
340098,0,1,Failure to Yield Right-Of-Way
340098,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340101,0,1,None Noted
340102,0,1,None Noted
340103,0,1,Wrong-Way Riding or Walking
340104,0,1,Failure to Yield Right-Of-Way
340104,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340105,0,1,Failure to Yield Right-Of-Way
340105,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340105,0,1,Wrong-Way Riding or Walking
340105,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340112,0,1,Failure to Yield Right-Of-Way
340112,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340112,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340116,0,1,Failure to Yield Right-Of-Way
340116,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340116,0,1,"Inattentive (Talking, Eating, Etc.)"
340117,0,1,Wrong-Way Riding or Walking
340122,0,1,None Noted
340130,0,1,Failure to Yield Right-Of-Way
340130,0,1,Improper Turn/Merge
340134,0,1,None Noted
340135,0,1,Failure to Yield Right-Of-Way
340135,0,1,"Inattentive (Talking, Eating, Etc.)"
340135,0,1,Other (Specify:)
340136,0,1,Failure to Yield Right-Of-Way
340136,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340144,0,1,Failure to Yield Right-Of-Way
340144,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340148,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340149,0,1,Failure to Yield Right-Of-Way
340149,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340149,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340149,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340156,0,1,None Noted
340156,0,2,None Noted
340158,0,1,Failure to Yield Right-Of-Way
340161,0,1,Failure to Yield Right-Of-Way
340161,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340162,0,1,Failure to Yield Right-Of-Way
340162,0,1,"Inattentive (Talking, Eating, Etc.)"
340162,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340162,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340163,0,1,Other (Specify:)
340176,0,1,Wrong-Way Riding or Walking
340178,0,1,Failure to Yield Right-Of-Way
340178,0,1,"Inattentive (Talking, Eating, Etc.)"
340178,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340179,0,1,Wrong-Way Riding or Walking
340179,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340179,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340180,0,1,Failure to Yield Right-Of-Way
340180,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340187,0,1,Failure to Yield Right-Of-Way
340188,0,1,None Noted
340189,0,1,Failure to Yield Right-Of-Way
340189,0,1,"Inattentive (Talking, Eating, Etc.)"
340189,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340190,0,1,Failure to Yield Right-Of-Way
340190,0,1,Wrong-Way Riding or Walking
340191,0,1,Failure to Yield Right-Of-Way
340191,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340191,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340217,0,1,Failure to Yield Right-Of-Way
340217,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
340217,0,2,Other (Specify:)
340236,0,1,"Inattentive (Talking, Eating, Etc.)"
340236,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340242,0,1,Failure to Yield Right-Of-Way
340243,0,1,Failure to Yield Right-Of-Way
340243,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340243,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340244,0,1,Failure to Yield Right-Of-Way
340244,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340245,0,1,Failure to Yield Right-Of-Way
340245,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340247,0,1,Failure to Yield Right-Of-Way
340247,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340259,0,1,None Noted
340259,0,2,Wrong-Way Riding or Walking
340261,0,1,Failure to Yield Right-Of-Way
340261,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340265,0,1,Failure to Yield Right-Of-Way
340265,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340267,0,1,Failure to Yield Right-Of-Way
340267,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340274,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340274,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340275,0,1,Dart-Out - Visual Obstruction Noted
340275,0,1,Failure to Yield Right-Of-Way
340275,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340283,0,1,None Noted
340295,0,1,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
340298,0,1,Failure to Yield Right-Of-Way
340298,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340298,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340302,0,1,Entering/Exiting Parked or Stopped Vehicle
340322,0,1,"Dash - Run, No Visual Obstruction Noted"
340325,0,1,Improper Passing
340326,0,1,None Noted
340327,0,1,None Noted
340329,0,1,None Noted
340330,0,1,Wrong-Way Riding or Walking
340331,0,1,Failure to Yield Right-Of-Way
340331,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340339,0,1,Failure to Yield Right-Of-Way
340339,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
340339,0,1,"Not Visible (Dark clothing, No Lighting, etc.)"
340346,0,1,Failure to Yield Right-Of-Way
340346,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340348,0,1,Failure to Yield Right-Of-Way
340348,0,1,"Failure to Obey Traffic Signs, Signals or Officer"
410377,0,1,None Noted
340348,0,1,"Inattentive (Talking, Eating, Etc.)"
340353,0,1,None Noted
340355,0,1,Failure to Yield Right-Of-Way
340355,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
340357,0,1,Failure to Yield Right-Of-Way
340357,0,1,"Dash - Run, No Visual Obstruction Noted"
340366,0,1,"Dash - Run, No Visual Obstruction Noted"
340368,0,1,None Noted
340380,0,1,Other (Specify:)
340383,0,1,Failure to Yield Right-Of-Way
340383,0,1,Improper Crossing of Roadway or Intersection (Jaywalking)
