ST_CASE,VEH_NO,DRIVER_IMPAIRMENT
240095,1,
240095,2,None/Apparently Normal
240096,1,None/Apparently Normal
240097,1,
240097,2,None/Apparently Normal
240098,1,None/Apparently Normal
240099,1,None/Apparently Normal
240100,1,None/Apparently Normal
240101,1,Other Physical Impairment
240102,1,"Under the Influence of Alcohol, Drugs or Medication"
240103,1,None/Apparently Normal
240103,2,None/Apparently Normal
240103,3,None/Apparently Normal
240103,4,None/Apparently Normal
240104,1,None/Apparently Normal
240104,2,
240104,3,None/Apparently Normal
240106,1,Asleep or Fatigued
240106,2,None/Apparently Normal
240106,3,None/Apparently Normal
240107,1,None/Apparently Normal
240108,1,None/Apparently Normal
240108,2,
240109,1,
240109,2,None/Apparently Normal
240110,1,"Under the Influence of Alcohol, Drugs or Medication"
240110,2,None/Apparently Normal
240110,3,None/Apparently Normal
240111,1,None/Apparently Normal
240112,1,
240113,1,
240114,1,None/Apparently Normal
240114,2,
240115,1,None/Apparently Normal
240115,2,None/Apparently Normal
240116,1,
240116,2,None/Apparently Normal
240117,1,None/Apparently Normal
240117,2,
240118,1,None/Apparently Normal
240119,1,None/Apparently Normal
240120,1,None/Apparently Normal
240121,1,
240122,1,None/Apparently Normal
240122,2,None/Apparently Normal
240122,3,
240122,4,None/Apparently Normal
240123,1,
240124,1,
240125,1,None/Apparently Normal
240126,1,"Under the Influence of Alcohol, Drugs or Medication"
240126,2,None/Apparently Normal
240127,1,
240127,2,None/Apparently Normal
240128,1,
240128,2,None/Apparently Normal
240129,1,None/Apparently Normal
240130,1,None/Apparently Normal
240130,2,
240131,1,
240131,2,None/Apparently Normal
240132,1,None/Apparently Normal
240133,1,
240136,1,
240138,1,
240139,1,None/Apparently Normal
240139,2,None/Apparently Normal
240139,3,None/Apparently Normal
240139,4,None/Apparently Normal
240139,5,None/Apparently Normal
240140,1,None/Apparently Normal
240141,1,
240141,2,None/Apparently Normal
240142,1,
240143,1,"Under the Influence of Alcohol, Drugs or Medication"
240144,1,None/Apparently Normal
240144,2,None/Apparently Normal
240145,1,None/Apparently Normal
240146,1,"Under the Influence of Alcohol, Drugs or Medication"
240146,2,
240147,1,"Under the Influence of Alcohol, Drugs or Medication"
240147,2,
240148,1,"Under the Influence of Alcohol, Drugs or Medication"
240148,2,
240149,1,
240150,1,"Under the Influence of Alcohol, Drugs or Medication"
240151,1,
240151,2,None/Apparently Normal
240152,1,None/Apparently Normal
240152,2,None/Apparently Normal
240153,1,None/Apparently Normal
240154,1,None/Apparently Normal
240154,2,None/Apparently Normal
240154,3,None/Apparently Normal
240155,1,
240156,1,
240156,2,None/Apparently Normal
240157,1,"Under the Influence of Alcohol, Drugs or Medication"
240157,2,None/Apparently Normal
240158,1,None/Apparently Normal
240158,2,None/Apparently Normal
240159,1,None/Apparently Normal
240159,2,None/Apparently Normal
240160,1,None/Apparently Normal
240160,2,None/Apparently Normal
240161,1,None/Apparently Normal
240162,1,
240163,1,None/Apparently Normal
240164,1,None/Apparently Normal
240165,1,None/Apparently Normal
240166,1,
240167,1,
240168,1,"Under the Influence of Alcohol, Drugs or Medication"
240168,2,Other Physical Impairment
240169,1,None/Apparently Normal
240170,1,None/Apparently Normal
240170,2,None/Apparently Normal
240171,1,Asleep or Fatigued
240171,2,None/Apparently Normal
240172,1,
240173,1,"Under the Influence of Alcohol, Drugs or Medication"
240174,1,
240175,1,
240176,1,None/Apparently Normal
240177,1,None/Apparently Normal
240177,2,None/Apparently Normal
240178,1,None/Apparently Normal
240179,1,None/Apparently Normal
240179,2,
240180,1,
240180,2,None/Apparently Normal
240180,3,None/Apparently Normal
240181,1,
240181,2,
240182,1,None/Apparently Normal
240183,1,None/Apparently Normal
240184,1,
240185,1,None/Apparently Normal
240186,1,None/Apparently Normal
240187,1,None/Apparently Normal
240187,2,None/Apparently Normal
240187,3,None/Apparently Normal
240188,1,
240189,1,None/Apparently Normal
240189,2,None/Apparently Normal
240190,1,Asleep or Fatigued
240190,2,None/Apparently Normal
240191,1,
240192,1,
240193,1,
240193,2,None/Apparently Normal
240194,1,None/Apparently Normal
240195,1,None/Apparently Normal
240196,1,None/Apparently Normal
240197,1,None/Apparently Normal
240197,2,None/Apparently Normal
240198,1,"Under the Influence of Alcohol, Drugs or Medication"
240198,2,None/Apparently Normal
240199,1,
240200,1,
240200,2,
240200,3,
240202,1,None/Apparently Normal
240202,2,None/Apparently Normal
240202,3,None/Apparently Normal
240202,4,None/Apparently Normal
240203,1,
240204,1,
240204,2,
240205,1,None/Apparently Normal
240205,2,None/Apparently Normal
240206,1,"Under the Influence of Alcohol, Drugs or Medication"
240206,2,
240207,1,
240208,1,"Under the Influence of Alcohol, Drugs or Medication"
240209,1,"Under the Influence of Alcohol, Drugs or Medication"
240210,1,
240211,1,
240212,1,None/Apparently Normal
240213,1,"Under the Influence of Alcohol, Drugs or Medication"
240213,2,None/Apparently Normal
240214,1,"Under the Influence of Alcohol, Drugs or Medication"
240215,1,None/Apparently Normal
240216,1,None/Apparently Normal
240216,2,
240217,1,
240217,2,
240218,1,None/Apparently Normal
240219,1,
240219,2,None/Apparently Normal
240220,1,
240220,2,
240221,1,None/Apparently Normal
240221,2,
240222,1,None/Apparently Normal
240222,2,None/Apparently Normal
240222,3,None/Apparently Normal
240223,1,None/Apparently Normal
240224,1,
240224,2,None/Apparently Normal
240225,1,None/Apparently Normal
240225,2,None/Apparently Normal
240226,1,None/Apparently Normal
240226,2,
240227,1,None/Apparently Normal
240228,1,
240228,2,None/Apparently Normal
240229,1,Asleep or Fatigued
240229,1,Physical Impairment - No Details
240229,2,None/Apparently Normal
240230,1,
240231,1,
240232,1,None/Apparently Normal
240233,1,
240233,2,
240234,1,
240235,1,"Under the Influence of Alcohol, Drugs or Medication"
240235,2,None/Apparently Normal
240236,1,
240237,1,None/Apparently Normal
240237,2,
240238,1,"Under the Influence of Alcohol, Drugs or Medication"
240238,2,None/Apparently Normal
240238,3,None/Apparently Normal
240238,4,None/Apparently Normal
240240,1,
240241,1,None/Apparently Normal
240241,2,None/Apparently Normal
240242,1,
240243,1,None/Apparently Normal
240243,2,None/Apparently Normal
240244,1,None/Apparently Normal
240245,1,
240245,2,None/Apparently Normal
240246,1,
240247,1,"Under the Influence of Alcohol, Drugs or Medication"
240247,2,None/Apparently Normal
240248,1,
240249,1,None/Apparently Normal
240250,1,None/Apparently Normal
240250,2,None/Apparently Normal
240251,1,
240252,1,
240252,2,Other Physical Impairment
240253,1,
240254,1,
240254,2,None/Apparently Normal
240255,1,None/Apparently Normal
240255,2,None/Apparently Normal
240256,1,None/Apparently Normal
240256,2,None/Apparently Normal
240257,1,None/Apparently Normal
240258,1,
240259,1,None/Apparently Normal
240259,2,None/Apparently Normal
240260,1,
240261,1,
240261,2,None/Apparently Normal
240262,1,
240263,1,"Under the Influence of Alcohol, Drugs or Medication"
240264,1,None/Apparently Normal
240265,1,
240266,1,"Under the Influence of Alcohol, Drugs or Medication"
240267,1,"Under the Influence of Alcohol, Drugs or Medication"
240267,1,Physical Impairment - No Details
240267,2,Physical Impairment - No Details
240268,1,None/Apparently Normal
240269,1,
240269,2,
240270,1,None/Apparently Normal
240270,2,None/Apparently Normal
240271,1,None/Apparently Normal
240271,2,"Under the Influence of Alcohol, Drugs or Medication"
240272,1,
240272,2,None/Apparently Normal
240273,1,Other Physical Impairment
240274,1,None/Apparently Normal
240275,1,None/Apparently Normal
240276,1,
240276,2,None/Apparently Normal
240277,1,Other Physical Impairment
240277,2,None/Apparently Normal
240278,1,None/Apparently Normal
240278,2,None/Apparently Normal
240279,1,None/Apparently Normal
240279,2,None/Apparently Normal
240280,1,None/Apparently Normal
240281,1,None/Apparently Normal
240281,2,None/Apparently Normal
240281,3,None/Apparently Normal
240281,4,
240282,1,
240283,1,
240284,1,None/Apparently Normal
240285,1,
240286,1,
240286,2,
240287,1,None/Apparently Normal
240288,1,None/Apparently Normal
240288,2,None/Apparently Normal
240289,1,
240289,2,None/Apparently Normal
240290,1,
240290,2,None/Apparently Normal
240291,1,None/Apparently Normal
240291,2,None/Apparently Normal
240292,1,Other Physical Impairment
240293,1,Other Physical Impairment
240294,1,
240295,1,None/Apparently Normal
240295,2,None/Apparently Normal
240296,1,
240297,1,None/Apparently Normal
240298,1,None/Apparently Normal
240299,1,None/Apparently Normal
240300,1,None/Apparently Normal
240301,1,None/Apparently Normal
240302,1,
240302,2,
240303,1,
240303,2,None/Apparently Normal
240303,3,None/Apparently Normal
240303,4,None/Apparently Normal
240304,1,None/Apparently Normal
240304,2,None/Apparently Normal
240305,1,
240306,1,None/Apparently Normal
240306,2,None/Apparently Normal
240307,1,
240307,2,None/Apparently Normal
240308,1,None/Apparently Normal
240309,1,
240309,2,None/Apparently Normal
240310,1,
240311,1,
240311,2,None/Apparently Normal
240312,1,None/Apparently Normal
240312,2,None/Apparently Normal
240312,3,None/Apparently Normal
240313,1,"Under the Influence of Alcohol, Drugs or Medication"
240314,1,
240315,1,Asleep or Fatigued
240316,1,
240317,1,
240318,1,
240318,2,None/Apparently Normal
240319,1,
240320,1,"Under the Influence of Alcohol, Drugs or Medication"
240321,1,
240321,2,None/Apparently Normal
240321,3,None/Apparently Normal
240322,1,
240323,1,None/Apparently Normal
240323,2,
240324,1,None/Apparently Normal
240325,1,None/Apparently Normal
240326,1,
240326,2,None/Apparently Normal
240327,1,None/Apparently Normal
240327,2,
240328,1,
240328,2,None/Apparently Normal
240329,1,None/Apparently Normal
240329,2,None/Apparently Normal
240331,1,
240331,2,None/Apparently Normal
240332,1,
240332,2,None/Apparently Normal
240332,3,None/Apparently Normal
240332,4,
240332,5,None/Apparently Normal
240333,1,
240334,1,
240334,2,None/Apparently Normal
240335,1,None/Apparently Normal
240335,2,None/Apparently Normal
240336,1,"Under the Influence of Alcohol, Drugs or Medication"
240336,2,None/Apparently Normal
240337,1,
240338,1,
240339,1,
240339,2,None/Apparently Normal
240340,1,
240340,2,None/Apparently Normal
240341,1,None/Apparently Normal
240341,2,None/Apparently Normal
240342,1,
240342,2,None/Apparently Normal
240342,3,
240343,1,None/Apparently Normal
240343,2,None/Apparently Normal
240344,1,None/Apparently Normal
240345,1,None/Apparently Normal
240345,2,None/Apparently Normal
240346,1,
240347,1,
240348,1,
240348,2,None/Apparently Normal
240349,1,
240349,2,None/Apparently Normal
240350,1,None/Apparently Normal
240350,2,
240350,4,None/Apparently Normal
240351,1,
240351,2,
240352,1,None/Apparently Normal
240352,2,None/Apparently Normal
240353,1,
240354,1,
240355,1,
240355,2,
240355,3,
240356,1,None/Apparently Normal
240357,1,
240357,2,None/Apparently Normal
240358,1,
240359,1,
240359,2,None/Apparently Normal
240360,1,None/Apparently Normal
240360,2,
240361,1,None/Apparently Normal
240362,1,"Under the Influence of Alcohol, Drugs or Medication"
240362,2,None/Apparently Normal
240363,1,None/Apparently Normal
240364,1,None/Apparently Normal
240364,2,None/Apparently Normal
240365,1,None/Apparently Normal
240366,1,
240366,2,
240367,1,None/Apparently Normal
240367,2,
240368,1,None/Apparently Normal
240368,2,None/Apparently Normal
240369,1,
240370,1,None/Apparently Normal
240371,1,
240371,2,None/Apparently Normal
240372,1,None/Apparently Normal
240372,2,None/Apparently Normal
240373,1,None/Apparently Normal
240374,1,None/Apparently Normal
240374,2,
240375,1,None/Apparently Normal
240376,1,
240377,1,"Under the Influence of Alcohol, Drugs or Medication"
240378,1,
240379,1,"Under the Influence of Alcohol, Drugs or Medication"
240379,2,None/Apparently Normal
240380,1,"Under the Influence of Alcohol, Drugs or Medication"
240381,1,None/Apparently Normal
240382,1,None/Apparently Normal
240382,2,None/Apparently Normal
240383,1,
240383,2,None/Apparently Normal
240383,3,None/Apparently Normal
240383,4,None/Apparently Normal
240384,1,None/Apparently Normal
240385,1,
240386,1,None/Apparently Normal
240386,2,None/Apparently Normal
240387,1,"Under the Influence of Alcohol, Drugs or Medication"
240388,1,None/Apparently Normal
240388,2,None/Apparently Normal
240389,1,
240389,2,None/Apparently Normal
240390,1,"Under the Influence of Alcohol, Drugs or Medication"
240391,1,
240392,1,None/Apparently Normal
240392,2,None/Apparently Normal
240393,1,None/Apparently Normal
240393,2,None/Apparently Normal
240394,1,None/Apparently Normal
240394,2,None/Apparently Normal
240394,3,None/Apparently Normal
240394,4,None/Apparently Normal
240394,5,None/Apparently Normal
240395,1,
240396,1,"Under the Influence of Alcohol, Drugs or Medication"
240397,1,
240397,2,None/Apparently Normal
240398,1,None/Apparently Normal
240398,2,None/Apparently Normal
240399,1,"Under the Influence of Alcohol, Drugs or Medication"
240400,1,None/Apparently Normal
240400,2,None/Apparently Normal
240401,1,"Under the Influence of Alcohol, Drugs or Medication"
240401,2,None/Apparently Normal
240401,3,None/Apparently Normal
240402,1,None/Apparently Normal
240403,1,"Under the Influence of Alcohol, Drugs or Medication"
240404,1,
240404,2,None/Apparently Normal
240405,1,
240406,1,None/Apparently Normal
240406,2,None/Apparently Normal
240406,3,None/Apparently Normal
240407,1,Asleep or Fatigued
240408,1,
240408,2,None/Apparently Normal
240409,1,
240410,1,
240410,2,
240411,1,
240412,1,None/Apparently Normal
240412,2,None/Apparently Normal
240413,1,None/Apparently Normal
240413,2,None/Apparently Normal
240414,1,None/Apparently Normal
240415,1,None/Apparently Normal
240416,1,None/Apparently Normal
240416,2,None/Apparently Normal
240417,1,
240417,2,None/Apparently Normal
240418,1,
240418,2,None/Apparently Normal
240419,1,None/Apparently Normal
240419,2,None/Apparently Normal
240420,1,
240421,1,None/Apparently Normal
240422,1,
240422,2,None/Apparently Normal
240423,1,"Under the Influence of Alcohol, Drugs or Medication"
240423,2,None/Apparently Normal
240423,3,None/Apparently Normal
240423,4,None/Apparently Normal
240423,5,None/Apparently Normal
240424,1,
240425,1,
240426,1,
240427,1,
240428,1,
240429,1,None/Apparently Normal
240430,1,"Under the Influence of Alcohol, Drugs or Medication"
240432,1,None/Apparently Normal
240433,1,"Under the Influence of Alcohol, Drugs or Medication"
240434,1,
240434,2,None/Apparently Normal
240435,1,
240435,4,None/Apparently Normal
240435,5,None/Apparently Normal
240436,1,None/Apparently Normal
240437,1,
240437,2,None/Apparently Normal
240438,1,None/Apparently Normal
240438,2,None/Apparently Normal
240438,3,None/Apparently Normal
240438,4,None/Apparently Normal
240439,1,
240439,2,None/Apparently Normal
240440,1,
240440,2,None/Apparently Normal
240441,1,None/Apparently Normal
240441,2,None/Apparently Normal
240442,1,
240442,2,None/Apparently Normal
240443,1,None/Apparently Normal
240444,1,
240445,1,None/Apparently Normal
240446,1,None/Apparently Normal
240447,1,None/Apparently Normal
240448,1,
240449,1,
240449,2,None/Apparently Normal
240450,1,None/Apparently Normal
240451,1,
240452,1,None/Apparently Normal
240452,2,None/Apparently Normal
240453,1,
240453,2,None/Apparently Normal
240454,1,
240455,1,None/Apparently Normal
240455,2,None/Apparently Normal
240456,1,
240457,1,None/Apparently Normal
240457,2,None/Apparently Normal
240457,3,None/Apparently Normal
240458,1,None/Apparently Normal
240459,1,None/Apparently Normal
240460,1,None/Apparently Normal
240461,1,None/Apparently Normal
240462,1,None/Apparently Normal
240463,1,None/Apparently Normal
240464,1,
240465,1,
240466,1,
240466,2,None/Apparently Normal
240467,1,"Under the Influence of Alcohol, Drugs or Medication"
240468,1,
240469,1,
240470,1,
240471,1,"Under the Influence of Alcohol, Drugs or Medication"
240471,2,None/Apparently Normal
240472,1,
240473,1,
240474,1,"Under the Influence of Alcohol, Drugs or Medication"
240475,1,None/Apparently Normal
240476,1,None/Apparently Normal
